RNA.1	RNA.2	RNA.3	RNA.4	RNA.8	RNA.11	RNA.12	RNA.15	RNA.16	RNA.17	RNA.19	RNA.20
Fam117b	0.314285714285714	0.333333333333333	0.5	0	0	1	0	0	0	0	0.2	1
Ica1l	0	0	0	0	0	0	0	0	0	0	0	0
Wdr12	0.114285714285714	0.333333333333333	0.5	0	0	0	1	0	0	0	0.1	0
Carf	0.114285714285714	0	0	0	0	0	0	0	0	0	0.1	0
Nbeal1	0.742857142857143	0.333333333333333	1.5	0	1	1	2	1	1	3.5	1.1	0
Cyp20a1	0.4	0.333333333333333	0.5	0	0.5	1	2	0	2	0	0.6	1
Abi2	0.428571428571429	0.666666666666667	1	0	2	1	2	1	1	0	0.4	2
Raph1	1.02857142857143	0.333333333333333	1.5	0	1.5	2	1	0	1	2	2	4
Cd28	0	0	0	0	0	0	0	0	0	0	0	0
Gm11579	0	0	0	0	0	0	0	0	0	0	0	0
2310016D23Rik	0	0	0	0	0	0	0	0	0	0	0	0
Ctla4	0	0	0	0	0	0	0	0	0	0	0	0
Icos	0	0	0	0	0	0	0	0	0	0	0	0
Gm28083	0	0	0	0	0	0	0	0	0	0	0	0
Gm11587	0	0	0	0	0	0	0	0	0	0	0	0
9530026F06Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm11588	0	0	0	0	0	0	0	0	0	0	0	0
Gm28449	0	0	0	0	0	0	0	0	0	0	0	0
4930587A21Rik	0	0	0	0	0	0	0	0	0	0	0	0
Pard3b	0.314285714285714	0	0	0	0	1	0	0.5	0	0.5	0.2	1
Pard3bos1	0	0	0	0	0	0	0	0	0	0	0	0
Pard3bos2	0	0	0	0	0	0	0	0	0	0	0	0
Pard3bos3	0	0	0	0	0	0	0	0	0	0	0	0
Gm29084	0	0	0	0	0	0	0	0	0	0	0	0
Nrp2	0.0857142857142857	0	0	0	0	0	0	0	0	0	0	0
Gm29083	0	0	0	0	0	0	0	0	0	0	0	0
Gm4208	0	0	0	0	0	0	0	0	0	0	0	0
Ino80d	0.285714285714286	0.333333333333333	0.5	0	0	0	2	1	0	0.5	0.4	0
Ino80dos	0.0285714285714286	0	0	0	0	1	0	0	0	0	0	0
Gm20342	0.0285714285714286	0.333333333333333	0	1	0	0	0	1	0	0	0.1	1
Ndufs1	0.714285714285714	0	1.5	0	0	0	0	0.5	0	0.5	0.7	0
Eef1b2	10.1142857142857	5.33333333333333	5.5	9	16	17	6	6.5	8	2.5	7.1	23
Gpr1	0	0	0	0	0	0	0	0	0	0	0	0
Gm11608	0	0	0	0	0	0	0	0	0	0	0	0
Zdbf2	0.2	0.333333333333333	0	0	0	0	0	0	0	0	0.1	0
Adam23	0.0857142857142857	0	0	0	0	0	0	0	0	0	0	0
Gm39653	0	0	0	0	0	0	0	0	0	0	0	0
Dytn	0	0	0	0	0	0	0	0	0	0	0	0
Mdh1b	0	0	0	0	0	0	0	0	0	0	0	0
Fastkd2	0.171428571428571	0	0	0	0	1	0	0	0	0	0	0
4933402D24Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm13749	0	0	0	0	0	0	0	0	0	0	0	0
Klf7	0.428571428571429	0	2.5	3	0	0	0	0	0	1.5	1.5	1
Gm26649	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Gm13748	0	0	0	0	0	0	0	0	0	0	0	0
Gm28981	0	0	0	0	0	0	0	0	0	0	0	0
Creb1	0.342857142857143	1	0.5	2	1	3	2	1	0	0.5	0.2	0
Mettl21a	0.114285714285714	0.333333333333333	0	0	1	0	0	0	0	0	0.1	1
Gm28982	0	0	0	0	0	0	0	0	0	0	0	0
Gm29152	0	0	0	0	0	0	0	0	0	0	0	0
Ccnyl1	0.114285714285714	0	1	0	0	0	0	0	0	0	0	0
Fzd5	0.0285714285714286	0.333333333333333	0	0	0	0	0	0	0	0	0	0
Plekhm3	0.114285714285714	0	0	1	0	0	0	0	0	0	0	0
Akr1cl	0	0	0	0	0	0	0	0	0	0	0	0
Cryge	0	0	0	0	0	0	0	0	0	0	0	0
Crygd	0	0	0	0	0	0	0	0	0	0	0	0
Crygc	0	0	0	0	0	0	0	0	0	0	0	0
Crygb	0	0	0	0	0	0	0	0	0	0	0	0
Cryga	0	0	0	0	0	0	0	0	0	0	0	0
Gm28845	0	0	0	0	0	0	0	0	0	0	0	0
D630023F18Rik	0	0	0	0	0	0	0	0	0	0	0	0
Idh1	0.371428571428571	0.333333333333333	0	0	0.5	0	0	0	1	1	0.4	0
Pikfyve	0.142857142857143	0	1	0	0	0	0	0	1	0	0.5	2
Pth2r	0	0	0	0	0	0	0	0	0	0	0	0
Crygf	0	0	0	0	0	0	0	0	0	0	0	0
Map2	1.25714285714286	1	0	1	0.5	4	0	0.5	0	1.5	0.4	0
Gm10558	0	0	0	0	0	0	0	0	0	0	0	0
Unc80	0	0	0	0	0	0	0	0	0	0	0	0
Rpe	0.114285714285714	0	0	0	0.5	0	0	0	0	0	0.2	0
Kansl1l	0.228571428571429	0.333333333333333	0	0	1	0	0	0	0	0.5	0.2	0
Acadl	1.65714285714286	0.666666666666667	0.5	1	1	2	2	0	1	0	1.3	0
Myl1	0.0285714285714286	0	0	0	0	0	0	0	0	0	0.1	0
Lancl1	0.171428571428571	0	0	0	0	0	0	0	0	1	0.1	0
Cps1	0	0	0	0	0	0	0	0	0	0	0	0
Gm15668	0	0	0	0	0	0	0	0	0	0	0	0
Gm15669	0	0	0	0	0	0	0	0	0	0	0	0
Gm15671	0	0	0	0	0	0	0	0	0	0	0	0
Erbb4	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Gm28497	0	0	0	0	0	0	0	0	0	0	0	0
Gm29113	0	0	0	0	0	0	0	0	0	0	0	0
Gm29114	0	0	0	0	0	0	0	0	0	0	0	0
Ikzf2	0.0857142857142857	0	0	0	0	0	0	0	0	0	0.1	0
Spag16	0	0	0	0	0	0	0	0	0	0	0	0
Vwc2l	0	0	0	0	0	0	0	0	0	0	0	0
Bard1	0.0285714285714286	0.333333333333333	0	0	0	0	0	0	0	0	0	0
Abca12	0	0	0	0	0	0	0	0	0	0	0	0
Atic	0.571428571428572	0.333333333333333	0	0	0	0	2	0	1	0	0.1	1
Fn1	4.25714285714286	5	3	7	5.5	4	2	5	5	4.5	6.2	8
Apol7d	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Gm8883	0	0	0	0	0	0	0	0	0	0	0	0
Gm28818	0	0	0	0	0	0	0	0	0	0	0	0
4933417E11Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930556G22Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm4319	0	0	0	0	0	0	0	0	0	0	0	0
Mreg	0	0	0	0	0	0	0	0	0	0	0	0
D230017M19Rik	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0
Pecr	0.142857142857143	0.333333333333333	0	1	0	0	0	0	0	0	0	0
Tmem169	0	0	0	0	0	0	0	0	0	0	0	0
Xrcc5	0.2	0	0	0	0.5	0	0	0.5	0	0	0	0
March4	0	0	0	0	0	0	0	0	0	0	0	0
Smarcal1	0.0285714285714286	0	0	0	0	0	0	0	0	1	0.2	0
Gm39662	0	0	0	0	0	0	0	0	0	0	0	0
Ankar	0	0	0	0	0	0	0	0	0	0	0	0
Rpl37a	27.4857142857143	8.66666666666667	19	8	39	48	11	7	7	5	10.1	30
Igfbp2	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	1
Igfbp5	2.8	2.33333333333333	4	8	2.5	2	3	0	0	3.5	2	1
1700027A15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Tnp1	0	0	0	0	0	0	0	0	0	0	0	0
Gm29185	0	0	0	0	0	0	0	0	0	0	0	0
Pinc	0	0	0	0	0	0	0	0	0	0	0	0
D530049I02Rik	0	0	0	0	0	0	0	0	0	0	0	0
C530043A13Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm29186	0	0	0	0	0	0	0	0	0	0	0	0
6030407O03Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm29183	0	0	0	0	0	0	0	0	0	0	0	0
Tns1	1.25714285714286	0.666666666666667	0	0	3	1	2	0.5	2	1.5	1.3	1
Rufy4	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr2	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr1	0	0	0	0	0	0	0	0	0	0	0	0
Arpc2	3.25714285714286	1.66666666666667	1.5	0	1.5	6	6	2	2	3	2.3	7
Gpbar1	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Aamp	1.17142857142857	0.333333333333333	1	1	2	0	3	0	1	1	0.5	4
Gm28364	0	0	0	0	0	0	0	0	0	0	0	0
Pnkd	1.51428571428571	0	0	0	0	0	0	1	0	0.5	0.5	0
Tmbim1	0.228571428571429	0	0.5	0	0.5	0	2	0	0	0	0.2	0
Catip	0	0	0	0	0	0	0	0	0	0	0	0
Slc11a1	0.314285714285714	0.333333333333333	0	0	0	0	0	0	0	0	0	0
Ctdsp1	0.257142857142857	0	0	0	0	0	0	0.5	0	0.5	0.1	0
Vil1	0	0	0	0	0	0	0	0	0	0	0	0
Usp37	0.2	0.333333333333333	0	0	0	2	1	1	1	0	0	0
Cnot9	0.142857142857143	0.333333333333333	0	0	0	1	0	0	0	0	0	1
Plcd4	0	0	0	0	0	0	0	0	0	0	0	0
Zfp142	0.142857142857143	0	0	0	0	0	0	0.5	0	0	0.1	0
Bcs1l	0.228571428571429	0	0	0	0	0	0	0	0	0	0	0
Rnf25	0.0285714285714286	0	0	0	0	0	0	0	0	0	0.1	0
Stk36	0	0	0	0	0	0	0	0	0	0	0	0
Ttll4	0.114285714285714	0	0	0	0	0	0	0.5	1	0	0.1	0
Cyp27a1	0	0	0	0	0	0	0	0	0	0	0	0
Prkag3	0	0	0	0	0	0	0	0	0	0	0	0
Wnt6	0	0	0	0	0	0	0	0	0	0	0	0
Gm29539	0	0	0	0	0	0	0	0	0	0	0	0
Wnt10a	0	0	0	0	0	0	0	0	0	0	0	0
Cdk5r2	0	0	0	0	0	0	0	0	0	0	0	0
Fev	0	0	0	0	0	0	0	0	0	0	0	0
Cryba2	0	0	0	0	0	0	0	0	0	0	0	0
Cfap65	0	0	0	0	0	0	0	0	0	0	0	0
Gm15841	0	0	0	0	0	0	0	0	0	0	0	0
Ihh	0	0	0	0	0	0	0	0	0	0	0	0
Nhej1	0	0	0.5	0	0	0	0	0	0	0	0	2
Slc23a3	0	0	0	0	0	0	0	0	0	0	0	0
Cnppd1	0.314285714285714	0.333333333333333	1	0	0.5	0	1	0	0	0	0	0
Retreg2	0.257142857142857	0.333333333333333	0	1	0	0	0	0	0	0	0.3	0
Zfand2b	0.257142857142857	0	0	0	0	0	0	0	0	0	0.1	0
Abcb6	0.2	0.333333333333333	0	0	0	0	0	0	0	0	0.1	0
Atg9a	0.0857142857142857	0	0	0	0.5	0	0	0	0	0	0	0
Ankzf1	0.0571428571428571	0	0	0	0	0	0	0	0	0.5	0.1	1
Glb1l	0	0	0	0	0	0	0	0	0	0	0	0
Stk16	0.857142857142857	0.666666666666667	0	1	1.5	2	1	0	0	0	0.4	1
Tuba4a	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
A630095N17Rik	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb2	0.2	0.333333333333333	0	0	0	0	0	0.5	0	0	0	0
Ptprn	0	0	0	0	0	0	0	0	0	0	0	0
Gm28294	0	0	0	0	0	0	0	0	0	0	0	0
Resp18	0	0	0	0	0	0	0	0	0	0	0	0
Gm28902	0	0	0	0	0	0	0	0	0	0	0	0
Dnpep	0.628571428571429	0.333333333333333	0	1	0	1	0	0.5	0	0	0.5	0
Des	3.34285714285714	1.66666666666667	4	2	3	4	3	0	5	2	2.6	0
Gm15179	0	0	0	0	0	0	0	0	0	0	0	0
Speg	0.428571428571429	0	0.5	1	1	1	0	0	0	0	0	1
Gm15178	0	0	0	0	0	0	0	0	0	0	0	0
Gmppa	0.0571428571428571	0.333333333333333	0	0	0	0	0	0	0	0	0	2
Asic4	0	0	0	0	0	0	0	0	0	0	0	0
Chpf	0.428571428571429	0	0	0	0.5	0	0	0	1	0.5	0.5	0
Obsl1	0.4	0	0	0	0	1	0	0	0	0	0.1	0
Tmem198	0	0	0	0	0	0	0	0	0	0.5	0	0
Inha	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Stk11ip	0.0285714285714286	0	0	0	0	0	1	0	0	1	0	0
Slc4a3	0.228571428571429	0	1	0	1	2	0	0	0	0.5	0.1	0
Gm29065	0	0	0	0	0	0	0	0	0	0	0	0
Gm29069	0	0	0	0	0	0	0	0	0	0	0	0
Gm17751	0	0	0	0	0	0	0	0	0	0	0	0
Gm816	0	0	0	0	0	0	0	0	0	0	0	0
Epha4	0.0857142857142857	0	0	0	0	0	0	0	0	0	0	0
Gm28386	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Gm28387	0	0	0	0	0	0	0	0	0	0	0	0
Pax3	0	0	0	0	0	0	0	0	0	0	0	0
Sgpp2	0	0	0	0	0	0	0	0	0	0	0	0
Gm28410	0	0	0	0	0	0	0	0	0	0	0	0
Farsb	0.228571428571429	0.333333333333333	0	0	0.5	0	0	0	0	0	0.1	1
BC035947	0	0	0	0	0	0	0	0	0	0	0	0
Mogat1	0	0	0	0	0	0	0	0	0	0	0	0
5730419F03Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm29611	0	0	0	0	0	0	0	0	0	0	0	0
Acsl3	0.257142857142857	0.333333333333333	0.5	0	0	0	0	0	0	0	0.2	0
Utp14b	0.0571428571428571	0	0	0	0	0	0	0	1	0	0.2	0
Gm29536	0	0	0	0	0	0	0	0	0	0	0	0
Kcne4	0	0	0	0	0	0	0	0	0	0	0	0
Gm29187	0	0	0	0	0	0	0	0	0	0	0	0
Scg2	0	0	0	0	0	0	0	0	0	0	0	0
Ap1s3	0	0	0	0	0	0	0	0	0	0	0	0
Wdfy1	0.771428571428572	0	0	0	1	0	0	0.5	4	0.5	0.3	0
Mrpl44	0.2	0.333333333333333	0	0	0	0	0	0	0	0	0.3	0
Serpine2	0.542857142857143	1	1	0	0.5	1	0	0	0	0	0.3	0
9830004L10Rik	0	0	0	0	0	0	0	0	0	0	0	0
Fam124b	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
2310015K22Rik	0	0	0	0	0	0	0	0	0	0	0	0
Cul3	0.514285714285714	0.333333333333333	0.5	0	0	0	0	0.5	1	0.5	0.2	1
Gm29125	0	0	0	0	0	0	0	0	0	0	0	0
1700016L21Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm45261	0	0	0	0	0	0	0	0	0	0	0	0
Dock10	0.142857142857143	0.666666666666667	0	0	0	0	0	1	0	0.5	0.1	1
Nyap2	0	0	0	0	0	0	0	0	0	0	0	0
Irs1	0	0.333333333333333	0	0	0	0	1	0	0	0	0.2	0
Gm9747	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0
Rhbdd1	0	0	0	0	0	0	0	0	0	0	0	0
Gm28940	0	0	0	0	0	0	0	0	0	0	0	0
Col4a4	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Col4a3	0	0	0	0	0	0	0	0	0	0	0	0
Mff	0.828571428571429	0.333333333333333	0	2	1	1	1	0.5	0	1	1.5	0
Tm4sf20	0	0	0	0	0	0	0	0	0	0	0	0
Gm47791	0	0	0	0	0	0	0	0	0	0	0	0
Gm28942	0	0	0	0	0	0	0	0	0	0	0	0
Agfg1	0.428571428571429	0.333333333333333	0	0	0.5	0	1	1.5	1	0.5	0.7	0
A030005L19Rik	0	0	0	0	0	0	0	0	0	0	0	0
A030014E15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm6217	0	0	0	0	0	0	0	0	0	0	0	0
A030003K21Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm7544	0	0	0	0	0	0	0	0	0	0	0	0
Gm47955	0	0	0	0	0	0	0	0	0	0	0	0
Gm47959	0	0	0	0	0	0	0	0	0	0	0	0
Slc19a3	0	0	0	0	0	0	0	0	0	0	0	0
Krtap28-10	0	0	0	0	0	0	0	0	0	0	0	0
Gm47969	0	0	0	0	0	0	0	0	0	0	0	0
A030005K14Rik	0	0	0	0	0	0	0	0	0	0	0	0
Krtap28-13	0	0	0	0	0	0	0	0	0	0	0	1
Ccl20	0	0	0	0	0	0	0	0	0	0	0	0
Daw1	0	0	0	0	0	0	0	0	0	0	0	0
Sphkap	0	0	0	0	0	0	0	0	0	0	0	0
4933436I20Rik	0	0	0	0	0	0	0	0	0	0	0	0
Pid1	0.2	0	0	0	0	0	1	1.5	4	0	1.3	2
Dner	0	0	0	0	0	0	0	0	0	0	0	0
Trip12	0.457142857142857	0.666666666666667	1.5	1	1	1	0	0	0	0.5	0.4	0
Fbxo36	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a14	0	0	0	0	0	0	0	0	0	0	0	0
C130026I21Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530032D15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm10553	0	0	0	0	0	0	0	0	0	0	0	0
A530040E14Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm16028	0	0	0	0	0	0	0	0	0	0	0	0
Gm16025	0	0	0	0	0	0	0	0	0	0	0	0
Gm16092	0	0	0	0	0	0	0	0	0	0	0	0
G530012D18Rik	0	0	0	0	0	0	0	0	0	0	0	0
Sp110	0	0	0	0	0	0	0	0	0	0	0	0
Gm16094	0	0	0	0	0	0	0	0	0	0	0	0
Sp140	0	0	0	0	0	0	0	0	0	0	0	0
Gm10552	0	0	0	0	0	0	0	0	0	0	0	0
Gm17017	0	0	0	0	0	0	0	0	0	0	0	0
Sp100	0	0	0	0	0	0	0	0	0	0	0	0
A630001G21Rik	0	0	0	0	0	0	0	0	0	0	0	0
9930111H07Rik	0	0	0	0	0	0	0	0	0	0	0	0
Cab39	0.228571428571429	0	1	0	0	1	2	0.5	0	1	0.4	1
Itm2c	0.742857142857143	1	0	1	0.5	0	0	0.5	3	0	0.6	1
4933407L21Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm28884	0	0	0	0	0	0	0	0	0	0	0	0
Gpr55	0	0	0	0	0	0	0	0	0	0	0	0
Gm28100	0	0	0	0	0	0	0	0	0	0	0	0
Spata3	0	0	0	0	0	0	0	0	0	0	0	0
2810459M11Rik	0	0	0	0	0	0	0	0	0	0	0	0
Psmd1	0.685714285714286	0.666666666666667	0	1	1	1	2	0.5	1	0	0.7	1
Htr2b	0	0	0	0	0	0	0	0	0	0	0	0
Gm21972	0	0	0	0	0	0	0	0	0	0	0	0
Armc9	0.114285714285714	0.333333333333333	0	0	0	0	0	0	0	0	0	0
Gm16341	0	0	0	0	0	0	0	0	0	0	0	0
B3gnt7	0	0	0	0	0	0	0	0	0	0	0	0
Gm28626	0	0	0	0	0	0	0	0	0	0	0	0
Ncl	6.42857142857143	1.33333333333333	5	1	7.5	14	12	2.5	9	5	4.3	8
Nmur1	0	0	0	0	0	0	0	0	0	0	0	0
Tex44	0	0	0	0	0	0	0	0	0	0	0	0
Ptma	32.5428571428571	18.3333333333333	37	15	37.5	39	40	31.5	13	25.5	20.7	52
Pde6d	0.628571428571429	0	1	0	0	0	0	0	1	1	0.4	0
Cops7b	0.0857142857142857	0	0.5	0	0	0	0	0	0	0	0.1	0
Nppc	0	0	0	0	0	0	0	0	0	0	0	0
Dis3l2	0.0857142857142857	0	0	0	0	1	0	0	0	0	0.1	0
Gm28375	0	0	0	0	0	0	0	0	0	0	0	0
Gm29371	0	0	0	0	0	0	0	0	0	0	0	0
Alppl2	0	0	0	0	0	0	0	0	0	0	0	0
Alpi	0	0	0	0	0	0	0	0	0	0	0	0
Akp3	0	0	0	0	0	0	0	0	0	0	0	0
Gm29374	0	0	0	0	0	0	0	0	0	0	0	0
Ecel1	0	0	0	0	0	0	0	0	0	0	0	0
Prss56	0	0	0	0	0	0	0	0	0	0	0	0
Chrnd	0	0	0	0	0	0	0	0	0	0	0	0
Chrng	0	0	0	0	0	0	0	0	0	0	0	0
Eif4e2	0.857142857142857	0.333333333333333	0	1	0.5	1	2	0.5	1	1.5	1.6	1
Efhd1	0	0	0	0	0	0	0	0	0	0	0	0
Efhd1os	0	0	0	0	0	0	0	0	0	0	0	0
Gigyf2	0.514285714285714	0.666666666666667	0	0	1	1	1	0	1	0	0.2	0
Kcnj13	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
3110079O15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Ngef	0	0	0	0	0	0	0	0	0	0	0	0
Neu2	0	0	0	0	0	0	0	0	0	0	0	0
Inpp5d	0	0	0	0	0	0	0	0	0	0	0	0
Atg16l1	0.171428571428571	0	0	0	0	0	0	0	0	0	0	0
Sag	0	0	0	0	0	0	0	0	0	0	0	0
Dgkd	0.342857142857143	0	0.5	0	0.5	0	1	0	0	0	0.4	0
Gm19582	0	0	0	0	0	0	0	0	0	0	0	0
Usp40	0.171428571428571	0	0	0	0	0	0	0	0	0	0.1	0
Ugt1a10	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a9	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a8	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a7c	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a6b	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a6a	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a5	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a2	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb3	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a1	0	0	0	0	0	0	0	0	0	0	0	0
Mroh2a	0	0	0	0	0	0	0	0	0	0	0	0
Hjurp	0.114285714285714	0	0	0	0	0	0	0	0	0	0	0
Trpm8	0	0	0	0	0	0	0	0	0	0	0	0
4930453O03Rik	0	0	0	0	0	0	0	0	0	0	0	0
Spp2	0	0	0	0	0	0	0	0	0	0	0	0
Gm29538	0	0	0	0	0	0	0	0	0	0	0	0
Gm28888	0	0	0	0	0	0	0	0	0	0	0	0
Glrp1	0	0	0	0	0	0	0	0	0	0	0	0
Gm19589	0	0	0	0	0	0	0	0	0	0	0	0
Gm29336	0	0	0	0	0	0	0	0	0	0	0	0
Arl4c	0.0285714285714286	0	0.5	0	0	0	0	0	0	0	0.1	0
Platr5	0	0	0	0	0	0	0	0	0	0	0	0
Gm29337	0	0	0	0	0	0	0	0	0	0	0	0
1700067G17Rik	0	0	0	0	0	0	0	0	0	0	0	0
Sh3bp4	0.0571428571428571	0	0	0	0	0	1	0	0	0	0	0
Gm28342	0	0	0	0	0	0	0	0	0	0	0	0
C030007H22Rik	0	0	0	0	0	0	0	0	0	0	0	0
Agap1	0.142857142857143	0	0	0	0.5	0	0	0.5	1	0	0.3	0
Gbx2	0	0	0	0	0	0	0	0	0	0	0	0
Asb18	0	0	0	0	0	0	0	0	0	0	0	0
Iqca	0	0	0	0	0	0	0	0	0	0	0	0
4930434B07Rik	0	0	0	0	0	0	0	0	0	0	0	0
Ackr3	0.257142857142857	0	0	0	0	0	0	0	0	0	0	0
Gm28721	0	0	0	0	0	0	0	0	0	0	0	0
Gm28723	0	0	0	0	0	0	0	0	0	0	0	0
Gm28722	0	0	0	0	0	0	0	0	0	0	0	0
Cops8	0.571428571428572	0	0	0	0.5	0	0	1	0	0	0.5	0
Gm9991	0	0	0	0	0	0	0	0	0	0	0	0
Col6a3	0.371428571428571	0.333333333333333	1	0	1.5	2	0	0	0	0.5	0.3	0
Mlph	0	0	0	0	0.5	0	0	0	0	0	0	0
Prlh	0	0	0	0	0	0	0	0	0	0	0	0
Rab17	0	0	0	0	0	0	0	0	0	0	0	0
Gm28199	0	0	0	0	0	0	0	0	0	0	0	0
Lrrfip1	0.885714285714286	0.666666666666667	0	1	2	0	2	0	1	0.5	0.6	0
Rbm44	0	0	0	0	0	0	0	0	0	0	0	0
Ramp1	2.11428571428571	2	2	3	6	1	2	0.5	0	3	0	0
Ube2f	0.514285714285714	0	0	0	0.5	0	1	0.5	0	0	0.5	1
Gm26683	0	0	0	0	0	0	0	0	0	0	0	0
Scly	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
Gm17090	0	0	0	0	0	0	0	0	0	0	0	0
Espnl	0	0	0	0	0	0	0	0	0	0	0	0
Klhl30	0.171428571428571	0	0.5	0	0	0	0	0	0	0	0	0
Erfe	0	0	0	0	0	0	0	0	0	0	0	0
Ilkap	0.685714285714286	0.666666666666667	0	1	2	0	1	1	0	0	0.9	4
1700020N18Rik	0	0	0	0	0	0	0	0	0	0	0	0
Hes6	0.371428571428571	0.333333333333333	0.5	1	0.5	1	0	0	0	0	0.1	0
Per2	0	0	0	0	0	0	0	0	0	0	0	0
Gm28382	0	0	0	0	0	0	0	0	0	0	0	0
Traf3ip1	0.0857142857142857	0	0	0	0.5	0	0	0	0	0	0	0
Asb1	0	0	0	0	0	0	0	0	0	0	0.1	0
Gm28380	0	0	0	0	0	0	0	0	0	0	0	0
Gm29100	0	0	0	0	0	0	0	0	0	0	0	0
Twist2	0	0	0	0	0	0	0	0	0	0	0	0
Hdac4	0.142857142857143	0	0.5	0	0	2	0	0	1	0	0.1	0
Gm26720	0.0285714285714286	0	0	0	0	0	0	0.5	0	0	0	0
Gm29099	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa10	2.22857142857143	1	2.5	4	1.5	8	2	1.5	2	2.5	1.1	3
Olfr1416	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1415	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1414	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1413	0	0	0	0	0	0	0	0	0	0	0	0
1700054K02Rik	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1412	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1411	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1410	0	0	0	0	0	0	0	0	0	0	0	0
Olfr12	0	0	0	0	0	0	0	0	0	0	0	0
Cops9	2.4	1	1	0	4	0	0	1	0	0.5	1.1	1
Otos	0	0	0	0	0	0	0	0	0	0	0	0
Gm29483	0	0	0	0	0	0	0	0	0	0	0	0
Gm29482	0	0	0	0	0	0	0	0	0	0	0	0
Gm29481	0	0	0	0	0	0	0	0	0	0	0	0
Gpc1	0.371428571428571	0	0	0	0	0	0	0	0	0.5	0.5	0
Gm29480	0	0	0	0	0	0	0	0	0	0	0	0
Ankmy1	0	0	0	0	0	0	0	0	0	0	0	0
Dusp28	0.142857142857143	0.333333333333333	0	0	0.5	0	0	0.5	0	0	0.1	0
5033417F24Rik	0	0	0	0	0	0	0	0	0	0	0	0
Rnpepl1	0.0571428571428571	0.333333333333333	1	0	0.5	0	0	0.5	0	0	0.3	0
9430060I03Rik	0	0	0	0	0	1	0	0	0	0	0.1	0
Capn10	0.0857142857142857	0	0	0	0	0	1	0	0	0.5	0.1	0
Gpr35	0	0	0	0	0	0	0	0	0	0	0	0
Aqp12	0	0	0	0	0	0	0	0	0	0	0	0
Kif1a	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Gm28086	0	0	0	0	0	0	0	0	0	0	0	0
Agxt	0	0	0	0	0	0	0	0	0	0	0	0
2310007B03Rik	0	0	0	0	0	0	0	0	0	0	0	0
Crocc2	0	0	0	0	0	0	0	0	0	0	0	0
Sned1	0	0	0	0	0	0	0	0	0	0	0	0
Mterf4	0.171428571428571	0	0	0	0	0	0	0	0	0	0	0
Gm28535	0	0	0	0	0	0	0	0	0	0	0	0
Pask	0.0571428571428571	0	0	0	0	0	0	0	0	0.5	0	0
Ppp1r7	0.485714285714286	0.333333333333333	1	1	0	0	0	0	0	0	0.3	0
